service_id,date,exception_type
BFA25GEN-R053-Saturday-00,20260216,1
BFA25GEN-R096-Weekday-00_C39,20251127,2
BFA25GEN-R096-Weekday-00_C39,20251225,2
BFA25GEN-R096-Weekday-00_C39,20260101,2
BFA25GEN-R096-Weekday-00_C39,20260119,2
BFA25GEN-R096-Weekday-00_C39,20260216,2
BFA25GEN-R096-Weekday-00_C39,20260330,2
BFA25GEN-R096-Weekday-00_C39,20260331,2
BFA25GEN-R096-Weekday-00_C39,20260401,2
BFA25GEN-R096-Weekday-00_C39,20260402,2
BFA25GEN-R096-Weekday-00_C39,20260403,2
BFA25GEN-R096-Weekday-00_C39,20260406,2
L0S1,20260329,1
L0S2,20260330,1
L0S2 -1,20260329,1
L0S3,20260331,1
L0S4,20260401,1
L0S5,20260402,1
L0S6,20260403,1
L0S7,20260404,1
L0S7 -1,20260403,1
L0S8,20260405,1
L0S9,20260406,1
L0S9 -1,20260405,1
L1S1,20260330,1
L1S2,20260331,1
L1S2 -1,20260330,1
L1S3,20260401,1
L1S3 -1,20260331,1
L1S4,20260402,1
L1S4 -1,20260401,1
L1S5,20260403,1
L1S5 -1,20260402,1
L1S6,20260404,1
L1S7,20260405,1
L1S8,20260406,1
L2S1,20260330,1
L2S2,20260331,1
L2S3,20260401,1
L2S4,20260402,1
L2S5,20260403,1
L3S1,20260330,1
L3S2,20260331,1
L3S3,20260401,1
L3S4,20260402,1
SIR-FA2017-SI017-Saturday-00_C13,20260119,1
SIR-FA2017-SI017-Saturday-00_C13,20260216,1
SIR-FA2017-SI017-Saturday-00_C13,20260404,2
SIR-FA2017-SI017-Sunday-00_C57,20251127,1
SIR-FA2017-SI017-Sunday-00_C57,20251225,1
SIR-FA2017-SI017-Sunday-00_C57,20260101,1
SIR-FA2017-SI017-Sunday-00_C57,20260329,2
SIR-FA2017-SI017-Sunday-00_C57,20260405,2
SIR-FA2017-SI017-Weekday-08,20251127,2
SIR-FA2017-SI017-Weekday-08,20251225,2
SIR-FA2017-SI017-Weekday-08,20260101,2
SIR-FA2017-SI017-Weekday-08,20260119,2
SIR-FA2017-SI017-Weekday-08,20260216,2
SIR-FA2017-SI017-Weekday-08_C17,20251127,2
SIR-FA2017-SI017-Weekday-08_C17,20251225,2
SIR-FA2017-SI017-Weekday-08_C17,20260101,2
SIR-FA2017-SI017-Weekday-08_C17,20260119,2
SIR-FA2017-SI017-Weekday-08_C17,20260216,2
SIR-FA2017-SI017-Weekday-08_C17,20260331,2
SIR-FA2017-SI017-Weekday-08_C18,20251127,2
SIR-FA2017-SI017-Weekday-08_C18,20251225,2
SIR-FA2017-SI017-Weekday-08_C18,20260101,2
SIR-FA2017-SI017-Weekday-08_C18,20260119,2
SIR-FA2017-SI017-Weekday-08_C18,20260216,2
SIR-FA2017-SI017-Weekday-08_C18,20260330,2
SIR-FA2017-SI017-Weekday-08_C18,20260401,2
SIR-FA2017-SI017-Weekday-08_C18,20260403,2
SIR-FA2017-SI017-Weekday-08_C65,20251127,2
SIR-FA2017-SI017-Weekday-08_C65,20251225,2
SIR-FA2017-SI017-Weekday-08_C65,20260101,2
SIR-FA2017-SI017-Weekday-08_C65,20260119,2
SIR-FA2017-SI017-Weekday-08_C65,20260216,2
SIR-FA2017-SI017-Weekday-08_C65,20260330,2
SIR-FA2017-SI017-Weekday-08_C65,20260331,2
SIR-FA2017-SI017-Weekday-08_C65,20260403,2
SIR-FA2017-SI017-Weekday-08_C68,20251127,2
SIR-FA2017-SI017-Weekday-08_C68,20251225,2
SIR-FA2017-SI017-Weekday-08_C68,20260101,2
SIR-FA2017-SI017-Weekday-08_C68,20260119,2
SIR-FA2017-SI017-Weekday-08_C68,20260216,2
SIR-FA2017-SI017-Weekday-08_C68,20260401,2
SIR-FA2017-SI017-Weekday-08_C68,20260402,2
SIR-FA2017-SI017-Weekday-08_C69,20251127,2
SIR-FA2017-SI017-Weekday-08_C69,20251225,2
SIR-FA2017-SI017-Weekday-08_C69,20260101,2
SIR-FA2017-SI017-Weekday-08_C69,20260119,2
SIR-FA2017-SI017-Weekday-08_C69,20260216,2
SIR-FA2017-SI017-Weekday-08_C69,20260330,2
SIR-FA2017-SI017-Weekday-08_C69,20260401,2
SIR-FA2017-SI017-Weekday-08_C69,20260402,2
SIR-FA2017-SI017-Weekday-08_C69,20260403,2
SIR-FA2017-SI017-Weekday-08_C71,20251127,2
SIR-FA2017-SI017-Weekday-08_C71,20251225,2
SIR-FA2017-SI017-Weekday-08_C71,20260101,2
SIR-FA2017-SI017-Weekday-08_C71,20260119,2
SIR-FA2017-SI017-Weekday-08_C71,20260216,2
SIR-FA2017-SI017-Weekday-08_C71,20260331,2
SIR-FA2017-SI017-Weekday-08_C71,20260402,2
SIR-FA2017-SI017-Weekday-08_C72,20251127,2
SIR-FA2017-SI017-Weekday-08_C72,20251225,2
SIR-FA2017-SI017-Weekday-08_C72,20260101,2
SIR-FA2017-SI017-Weekday-08_C72,20260119,2
SIR-FA2017-SI017-Weekday-08_C72,20260216,2
SIR-FA2017-SI017-Weekday-08_C72,20260330,2
SIR-FA2017-SI017-Weekday-08_C72,20260331,2
