batch	file	name	app_files	test_files	eval_files	hit_lines	classification
batch6b	backend/app/services/trips/crowds/event_provider.py	_calculate_estimated_end	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/event_provider.py	_parse_event	1	2	1	6	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/event_provider.py	_select_page_events	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/event_provider.py	_parse_ticketmaster_page	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/event_provider.py	_project_event_lookup_result	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/event_provider.py	_parse_lookup_api_key	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/evidence.py	_parse_impact_identity	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/evidence.py	_select_stronger_impact	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/evidence.py	_select_crowd_hits	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/evidence.py	_parse_travel_at	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/hotspots.py	_parse_named_stop	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/hotspots.py	_select_pattern_stops	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/hotspots.py	_project_hotspot_hit	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/hotspots.py	_select_step_hotspot_hits	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/search_normalization.py	_select_search_event_fields	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/search_normalization.py	_project_search_event	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/search_normalization.py	_parse_normalized_search_event	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/search_provider.py	_parse_tool_call_source	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/search_provider.py	_parse_usage_sources	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/crowds/search_provider.py	_http_url	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_parse_routing_failed_error	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_select_fastest_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_select_less_walking_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_select_fewer_transfers_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_select_disruption_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_select_crowd_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	build_recommendation_reasons	1	1	0	4	public
batch6b	backend/app/services/trips/direct_plan.py	_project_fastest_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_project_less_walking_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_project_fewer_transfers_reason	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_select_recommendation_copy	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/direct_plan.py	_project_candidate_itinerary	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/enrichment.py	_select_subway_located_stops	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/enrichment.py	_select_bus_steps	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/enrichment.py	_parse_bus_groups_by_route	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/enrichment.py	_select_bus_leg_stops	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/enrichment.py	_enrich_bus_legs	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	TripClocks	1	0	0	6	public
batch6b	backend/app/services/trips/itinerary.py	ItineraryTotals	1	0	0	5	public
batch6b	backend/app/services/trips/itinerary.py	ChainSegment	1	0	0	7	public
batch6b	backend/app/services/trips/itinerary.py	ChainProjection	1	0	0	3	public
batch6b	backend/app/services/trips/itinerary.py	LegTiming	1	0	0	7	public
batch6b	backend/app/services/trips/itinerary.py	LegCursor	1	0	0	4	public
batch6b	backend/app/services/trips/itinerary.py	_parse_chain_segments	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_construct_chain_segments	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_project_waypoint	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_select_segment_origin	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_select_segment_destination	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_project_chain	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_optional_seconds	1	0	0	4	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_chain_dwell_seconds	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_count_transit_boardings	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_calculate_chain_totals	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_calculate_itinerary_totals	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_select_duration_seconds	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_parse_user_dwell	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_select_clocks	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_select_service_id	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_parse_stop_count	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_project_transfer_fields	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_project_leg_record	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/itinerary.py	_parse_stop_identity	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_ChainBuild	1	0	0	4	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_AssembledChain	1	0	0	5	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_aggregate_from_chains	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_merged_chain_impacts	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_leg_failures	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_chain_segments	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_score_chain	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_local_score	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/combine.py	_unique_legs	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	RouteConstraintFacts	1	0	0	3	public
batch6b	backend/app/services/trips/preparation/constraints.py	_TimingFacts	1	0	0	6	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_route_constraint_facts	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_upper_tokens	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_route_ids_and_modes	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_walking_seconds	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_dict_rows	2	0	0	10	multi-caller
batch6b	backend/app/services/trips/preparation/constraints.py	_canonical_clock	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_digest_constraint_fields	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_route_or_score_timing	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_overlay_canonical_timing	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_hard_constraint_matches	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_usable_coverage_values	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_coverage_is_insufficient	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_coverage_is_degraded	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_candidate_is_materially_degraded	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_project_unconfirmed_claim	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_passenger_claim_mode	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/constraints.py	_claim_location	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_route_scoped_live_facts	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_scoped_alerts	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_scoped_incidents	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_scoped_impacts	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_merge_evidence_rows	1	0	0	6	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_route_scoped_vehicle_claim	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_vehicle_claim_is_layover	2	0	0	4	multi-caller
batch6b	backend/app/services/trips/preparation/evidence.py	_select_coverage	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_incident_scan_status	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/evidence.py	_source_names	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/finalize.py	_planning_mode	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/finalize.py	_finalize_candidate	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/finalize.py	_itinerary_for_candidate	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/finalize.py	_alerts_for_candidate	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	_RecoveryPlan	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	_empty_recovery_diagnostics	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	_expected_transfer_signature	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	_structural_recovery_plan	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	_transfer_place	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	_rebuild_transfer_pair	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/input.py	recover_structural_route	2	1	0	9	public
batch6b	backend/app/services/trips/preparation/multi_stop.py	_progress_without_intermediate_complete	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/preparation/multi_stop.py	_grow_multi_stop_beam	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/association.py	_relevance_by_mode	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/association.py	_nearby_stops	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/context.py	_ParsedTransitStop	1	0	0	4	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/context.py	_step_segment_context	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/context.py	_record_stop_identity	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/context.py	_parse_transit_step	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/context.py	_iter_parsed_stops	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/context.py	_StopIdentityIndex	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_lookup_tokens	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_matching_row	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_LookupKeyIndex	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_dimension_intersects	1	0	0	4	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_dimensions_match_row	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_association_identities	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_row_association_identities	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/index_adapter.py	_warning_overlap	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_geojson_point	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_geojson_line	1	0	0	5	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_independent_line_components	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_multipolygon_components	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_polyline_nibble	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_encoded_polyline_value	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_search_radius_meters	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_IncidentImpact	1	0	0	5	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_classify_incident_impact	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_requested_route_ids	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_stops_for_requested_routes	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_requested_associations	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_nearby_stop_sort_key	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_mappable_incidents	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_incident_stop_matches	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_matched_incident	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_valid_tool_route_id	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_admit_candidate_route_ids	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_admit_search_radius	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/matching.py	_admit_cached_search_arguments	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_joined_fields	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_terminal_status	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_resolved_narrative	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_ended_before	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_stale_unofficial	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_current	2	1	0	9	multi-caller
batch6b	backend/app/services/trips/route_incidents/merge.py	_source_identity	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_same_source_identity	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_nearby_related	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_same_incident	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_overlay_present	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_official_fields_win	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_nonempty_strings	1	0	0	4	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_union_affected_collections	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_union_sources	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_evidence_row_identity	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_with_unique_evidence_row	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_combine_related_records	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/merge.py	_seed_merged_record	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/scan.py	_subway_pattern_intermediates	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/route_incidents/scan.py	_with_static_intermediates	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_parse_route_seconds_minutes	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_parse_route_minutes_field	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_select_live_arrival_minutes	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_route_total_minutes	2	0	0	4	multi-caller
batch6b	backend/app/services/trips/scoring.py	_parse_alert_route_ids	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_select_matching_alerts	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_route_alert_hits	2	0	0	4	multi-caller
batch6b	backend/app/services/trips/scoring.py	_calculate_alert_severity_penalty	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_select_walking_seconds	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_calculate_walking_preference_penalty	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/scoring.py	_calculate_preferred_mode_penalty	1	0	0	3	inline-candidate-or-same-file
batch6b	backend/app/services/trips/selection_decision.py	_select_preference_reasons	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	EndpointIdentity	1	0	0	8	public
batch6b	backend/app/services/trips/transfer_semantics.py	_walk_step_seconds	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_collect_transit_accessibility	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_select_accessibility	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_same_platform_ids	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_classify_transfer	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_endpoint_accessibility_values	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_pattern_index_callable	1	0	0	5	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_parse_optional_id	1	0	0	5	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_select_resolved_segment	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_project_resolver_parent_ids	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_parse_endpoint_fields	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_project_marked_parent	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_project_indexed_identity	1	0	0	2	inline-candidate-or-same-file
batch6b	backend/app/services/trips/transfer_semantics.py	_project_legacy_identity	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/agent_chat.py	_wait_event_or_ping	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/routers/agent_chat.py	_drain_agent_turn	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/agent_chat.py	_finalize_sse_turn	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/agent_chat.py	_admission_http_error	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/agent_chat.py	_streaming_chat_response	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/router.py	_unique_alert_stop_names	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/router.py	service_alert_id	1	1	0	7	public
batch6A	backend/app/routers/live_feed/router.py	service_alert_signatures	1	1	0	8	public
batch6A	backend/app/routers/live_feed/socket.py	_websocket_payload_bytes	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/socket.py	_parse_ws_object	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/socket.py	_invalid_route_selection	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/socket.py	_validate_ws_message	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/socket.py	receive_bounded_json	2	0	0	2	public
batch6A	backend/app/routers/live_feed/socket.py	next_service_alert_message	1	1	0	6	public
batch6A	backend/app/routers/live_feed/socket.py	_service_alert_loop	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/ticket.py	_ticket_parts	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/ticket.py	_ticket_expiry	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/ticket.py	_ticket_signature_matches	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/live_feed/ticket.py	verify_ticket	2	0	0	2	public
batch6A	backend/app/routers/trips.py	_bounded_point	1	0	0	6	inline-candidate-or-same-file
batch6A	backend/app/routers/trips.py	_bounded_stop_location	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/trips.py	_finite_or_absent	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/routers/trips.py	_in_service_area	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/routers/trips.py	_trip_payload_is_bounded	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/cache.py	_redis_mget	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/directions.py	_single_service_transit	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/directions.py	_transfer_endpoint_matches	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/directions.py	route_at_transfer	1	1	0	4	public
batch6A	backend/app/services/incidents/index.py	_unique_ids_from_index_keys	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/index.py	_usable_lookup_records	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/index.py	_requested_coverage	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/index.py	lookup_incidents	2	8	0	42	public
batch6A	backend/app/services/incidents/normalization.py	_allowlisted_source_field	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/normalization.py	_source_record_from_item	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_validated_ny511_url	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_ny511_timing	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_ny511_mode	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_event_identity	2	0	0	5	multi-caller
batch6A	backend/app/services/incidents/ny511.py	_optional_secondary_coords	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_event_source_metadata	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_normalized_511_incident	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/ny511.py	_normalize_event	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/refresh.py	_run_locked_refresh	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout.py	_scout_x_phase	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout.py	_maybe_web_corroboration	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout.py	scout_incident_batch	2	2	0	21	public
batch6A	backend/app/services/incidents/scout_normalization.py	_incident_from_claim	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout_provider.py	_citation_urls_from_value	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout_provider.py	_tool_call_source	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout_provider.py	_usage_sources	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/incidents/scout_provider.py	_completed_sources	2	0	0	5	multi-caller
batch6A	backend/app/services/live_feed/network_snapshot.py	_arrival_lookup	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/network_snapshot.py	_freeze_alert_records	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_location_verbose_log	2	1	0	3	multi-caller
batch6A	backend/app/services/live_feed/snapshot.py	_socket_failure_log	2	1	0	3	multi-caller
batch6A	backend/app/services/live_feed/snapshot.py	_expand_vehicle_route_scope	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_pattern_parent_positions	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_positions_on_pattern	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_best_hops_on_pattern	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_confirmed_stall_issue	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_stall_candidates_for_alert	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_nearby_stop_projection	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_nearby_arrivals	1	0	0	2	inline-candidate-or-same-file
